[04:07:01] [INFO] Loaded 45 subdomains, 52 directories, 96 parameters
[04:07:01] [INFO] Initialized 9 attack patterns
[04:07:01] [INFO] ╔══════════════════════════════════════════════════════════════════╗
[04:07:01] [INFO] ║  🚀 VANGUARD SECURITY SCANNER v2.0 - ENTERPRISE EDITION           ║
[04:07:01] [INFO] ║  🔍 COMPREHENSIVE VULNERABILITY ASSESSMENT PLATFORM              ║
[04:07:01] [INFO] ║  ⚡ MAX CONCURRENT REQUESTS: 30                                ║
[04:07:01] [INFO] ║  🎯 CONFIDENCE THRESHOLD: 75%                                 ║
[04:07:01] [INFO] ╚══════════════════════════════════════════════════════════════════╝
[04:07:29] [INFO] ╔══════════════════════════════════════════════════════════════════╗
[04:07:29] [INFO] ║  🚀 VANGUARD SCAN INITIATED: https://le.ac.uk/                            ║
[04:07:29] [INFO] ║  📊 MAX CRAWL DEPTH: 10                                           ║
[04:07:29] [INFO] ║  ⚡ MAX CONCURRENT: 30                                          ║
[04:07:29] [INFO] ╚══════════════════════════════════════════════════════════════════╝
[04:07:29] [PHASE: Reconnaissance] Starting reconnaissance phase
[04:07:29] [INFO] Enumerating subdomains...
[04:07:34] [DEBUG] Found subdomain: shop.le.ac.uk (HTTP)
[04:07:35] [DEBUG] Found subdomain: shop.le.ac.uk (HTTPS)
[04:07:35] [DEBUG] Found subdomain: www.le.ac.uk (HTTP)
[04:07:35] [DEBUG] Found subdomain: www.le.ac.uk (HTTPS)
[04:07:37] [DEBUG] Found subdomain: webmail.le.ac.uk (HTTP)
[04:07:39] [DEBUG] Found subdomain: webmail.le.ac.uk (HTTPS)
[04:07:51] [INFO] Discovered 6 subdomains
[04:07:51] [INFO] Performing port scan...
[04:07:52] [DEBUG] Open port: le.ac.uk:80
[04:08:13] [DEBUG] Open port: le.ac.uk:443
[04:08:55] [INFO] Found 2 open ports
[04:08:55] [INFO] Detecting technologies...
[04:08:56] [INFO] Technologies detected: React, ASP.NET, Java, Vue.js, Angular
[04:08:56] [INFO] Brute forcing directories...
[04:08:58] [DEBUG] Found directory: https://le.ac.uk/media (OK)
[04:08:59] [DEBUG] Found directory: https://le.ac.uk/modules (OK)
[04:08:59] [DEBUG] Found directory: https://le.ac.uk/library (OK)
[04:08:59] [INFO] Discovered 3 directories
[04:08:59] [SUCCESS] Reconnaissance complete. Found 9 initial targets
[04:08:59] [PHASE: Discovery] Starting discovery phase
[04:09:00] [INFO] Discovered 0 API endpoints
[04:09:03] [DEBUG] Found sitemap: https://le.ac.uk/sitemap.xml
[04:09:05] [DEBUG] Found robots.txt: https://le.ac.uk/robots.txt
[04:09:08] [INFO] Discovered 0 common files
[04:12:38] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'item'
[04:12:38] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?item=...
[04:12:39] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'item'
[04:12:39] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?item=...
[04:12:40] [DEBUG] Test failed for level=`id`: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:12:40] [INFO] [CRITICAL] XML External Entity: XML External Entity in parameter 'sameAs'
[04:12:40] [INFO] Found XML External Entity at https://www.le.ac.uk?sameAs=...
[04:12:40] [INFO] [CRITICAL] XML External Entity: XML External Entity in parameter 'cy'
[04:12:40] [INFO] Found XML External Entity at https://www.le.ac.uk?cy=...
[04:12:41] [DEBUG] Test failed for name=| dir: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:12:41] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'ad_user_data'
[04:12:41] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?ad_user_data=...
[04:12:41] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'ad_user_data'
[04:12:41] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?ad_user_data=...
[04:12:41] [INFO] [CRITICAL] XML External Entity: XML External Entity in parameter 'width'
[04:12:41] [INFO] Found XML External Entity at https://www.le.ac.uk?width=...
[04:12:42] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'ad_user_data'
[04:12:42] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?ad_user_data=...
[04:12:42] [INFO] [CRITICAL] XML External Entity: XML External Entity in parameter 'width'
[04:12:42] [INFO] Found XML External Entity at https://www.le.ac.uk?width=...
[04:12:43] [INFO] [CRITICAL] XML External Entity: XML External Entity in parameter 'ad_personalization'
[04:12:43] [INFO] Found XML External Entity at https://www.le.ac.uk?ad_personalization=...
[04:12:43] [INFO] [CRITICAL] XML External Entity: XML External Entity in parameter 'cy'
[04:12:43] [INFO] Found XML External Entity at https://www.le.ac.uk?cy=...
[04:12:43] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'contentUrl'
[04:12:43] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?contentUrl=...
[04:12:43] [INFO] [CRITICAL] XML External Entity: XML External Entity in parameter 'dateModified'
[04:12:43] [INFO] Found XML External Entity at https://www.le.ac.uk?dateModified=...
[04:12:44] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'contentUrl'
[04:12:44] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?contentUrl=...
[04:12:44] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'contentUrl'
[04:12:44] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?contentUrl=...
[04:12:45] [DEBUG] Test failed for addressRegion=..\..\..\windows\win.ini: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:12:45] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'cw'
[04:12:45] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?cw=...
[04:12:46] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'level'
[04:12:46] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?level=...
[04:12:46] [DEBUG] Test failed for addressCountry=php://filter/convert.base64-encode/resource=index.php: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
